priority,category,asset_id,incoming_path,expected_size,transparent,prompt,negative_prompt
batch_a_style_lock,support,greenfield_p0_style_mother,01_mother_images/style/greenfield_p0_style_mother.png,1200x760,False,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create greenfield_p0_style_mother; exact canvas 1200x760 px; fully opaque complete review image.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,watermelon_summer,02_runtime_exports/crops/summer/crop_watermelon_summer_stage_03_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for watermelon_summer; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,watermelon_summer,02_runtime_exports/crops/autumn/crop_watermelon_summer_stage_00_autumn_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for watermelon_summer; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,watermelon_summer,02_runtime_exports/crops/autumn/crop_watermelon_summer_stage_01_autumn_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for watermelon_summer; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,watermelon_summer,02_runtime_exports/crops/autumn/crop_watermelon_summer_stage_02_autumn_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for watermelon_summer; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,watermelon_summer,02_runtime_exports/crops/autumn/crop_watermelon_summer_stage_03_autumn_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for watermelon_summer; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,watermelon_summer,02_runtime_exports/crops/winter/crop_watermelon_summer_stage_00_winter_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for watermelon_summer; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,watermelon_summer,02_runtime_exports/crops/winter/crop_watermelon_summer_stage_01_winter_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for watermelon_summer; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,watermelon_summer,02_runtime_exports/crops/winter/crop_watermelon_summer_stage_02_winter_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for watermelon_summer; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,watermelon_summer,02_runtime_exports/crops/winter/crop_watermelon_summer_stage_03_winter_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for watermelon_summer; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/spring/crop_pumpkin_autumn_stage_00_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/spring/crop_pumpkin_autumn_stage_01_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/spring/crop_pumpkin_autumn_stage_02_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/spring/crop_pumpkin_autumn_stage_03_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/summer/crop_pumpkin_autumn_stage_00_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/summer/crop_pumpkin_autumn_stage_01_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/summer/crop_pumpkin_autumn_stage_02_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/summer/crop_pumpkin_autumn_stage_03_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/autumn/crop_pumpkin_autumn_stage_00_autumn_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/autumn/crop_pumpkin_autumn_stage_01_autumn_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/autumn/crop_pumpkin_autumn_stage_02_autumn_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/autumn/crop_pumpkin_autumn_stage_03_autumn_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/winter/crop_pumpkin_autumn_stage_00_winter_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/winter/crop_pumpkin_autumn_stage_01_winter_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/winter/crop_pumpkin_autumn_stage_02_winter_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,pumpkin_autumn,02_runtime_exports/crops/winter/crop_pumpkin_autumn_stage_03_winter_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for pumpkin_autumn; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/spring/crop_daikon_winter_stage_00_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/spring/crop_daikon_winter_stage_01_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/spring/crop_daikon_winter_stage_02_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/spring/crop_daikon_winter_stage_03_spring_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/summer/crop_daikon_winter_stage_00_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/summer/crop_daikon_winter_stage_01_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/summer/crop_daikon_winter_stage_02_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/summer/crop_daikon_winter_stage_03_summer_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/autumn/crop_daikon_winter_stage_00_autumn_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/autumn/crop_daikon_winter_stage_01_autumn_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/autumn/crop_daikon_winter_stage_02_autumn_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/autumn/crop_daikon_winter_stage_03_autumn_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/winter/crop_daikon_winter_stage_00_winter_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/winter/crop_daikon_winter_stage_01_winter_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/winter/crop_daikon_winter_stage_02_winter_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,crop,daikon_winter,02_runtime_exports/crops/winter/crop_daikon_winter_stage_03_winter_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create a crop growth-stage sprite for daikon_winter; exact canvas 64x64 px; transparent background with clean alpha; readable plant stage, centered on tile footprint.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_d_system_assets,item,wood,02_runtime_exports/items/wood_64.png,64x64,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create an inventory item icon for wood; exact canvas 64x64 px; transparent background with clean alpha; simple object silhouette, readable at 64 px.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
